location_id,timestamp,heure_du_jour,jour_semaine,activite_prevue,nombre_etudiants,niveau_congestion
22,2024-09-09 11:00:00,11,0,1,13,moyen
23,2024-09-09 11:00:00,11,0,1,13,moyen
24,2024-09-09 11:00:00,11,0,1,16,moyen
25,2024-09-09 11:00:00,11,0,0,16,moyen
26,2024-09-09 11:00:00,11,0,1,13,moyen
27,2024-09-09 11:00:00,11,0,1,15,moyen
28,2024-09-09 11:00:00,11,0,1,19,moyen
29,2024-09-09 11:00:00,11,0,1,12,moyen
30,2024-09-09 11:00:00,11,0,1,15,moyen
31,2024-09-09 11:00:00,11,0,1,11,moyen
32,2024-09-09 11:00:00,11,0,1,11,moyen
33,2024-09-09 11:00:00,11,0,0,7,moyen
34,2024-09-09 11:00:00,11,0,0,7,moyen
35,2024-09-09 11:00:00,11,0,0,14,faible
36,2024-09-09 11:00:00,11,0,0,7,moyen
37,2024-09-09 11:00:00,11,0,1,8,moyen
38,2024-09-09 11:00:00,11,0,1,57,moyen
1,2024-09-09 12:00:00,12,0,1,7,faible
2,2024-09-09 12:00:00,12,0,1,6,faible
3,2024-09-09 12:00:00,12,0,1,6,moyen
4,2024-09-09 12:00:00,12,0,1,1,faible
5,2024-09-09 12:00:00,12,0,1,28,faible
6,2024-09-09 12:00:00,12,0,1,35,faible
7,2024-09-09 12:00:00,12,0,1,24,faible
8,2024-09-09 12:00:00,12,0,0,11,moyen
9,2024-09-09 12:00:00,12,0,0,11,moyen
10,2024-09-09 12:00:00,12,0,1,9,moyen
11,2024-09-09 12:00:00,12,0,1,11,moyen
12,2024-09-09 12:00:00,12,0,0,9,moyen
13,2024-09-09 12:00:00,12,0,1,11,moyen
14,2024-09-09 12:00:00,12,0,1,9,faible
15,2024-09-09 12:00:00,12,0,0,10,faible
16,2024-09-09 12:00:00,12,0,1,3,faible
17,2024-09-09 12:00:00,12,0,1,6,faible
18,2024-09-09 12:00:00,12,0,0,7,faible
19,2024-09-09 12:00:00,12,0,1,3,faible
20,2024-09-09 12:00:00,12,0,1,3,faible
21,2024-09-09 12:00:00,12,0,1,3,faible
22,2024-09-09 12:00:00,12,0,0,4,faible
23,2024-09-09 12:00:00,12,0,1,4,faible
24,2024-09-09 12:00:00,12,0,0,3,faible
25,2024-09-09 12:00:00,12,0,1,8,faible
26,2024-09-09 12:00:00,12,0,1,7,faible
27,2024-09-09 12:00:00,12,0,1,6,faible
28,2024-09-09 12:00:00,12,0,0,4,faible
29,2024-09-09 12:00:00,12,0,1,5,faible
30,2024-09-09 12:00:00,12,0,1,3,faible
31,2024-09-09 12:00:00,12,0,1,4,faible
32,2024-09-09 12:00:00,12,0,1,1,faible
33,2024-09-09 12:00:00,12,0,1,4,faible
34,2024-09-09 12:00:00,12,0,1,3,faible
35,2024-09-09 12:00:00,12,0,1,50,moyen
36,2024-09-09 12:00:00,12,0,0,7,moyen
37,2024-09-09 12:00:00,12,0,1,7,moyen
38,2024-09-09 12:00:00,12,0,1,20,faible
1,2024-09-09 13:00:00,13,0,1,8,faible
2,2024-09-09 13:00:00,13,0,1,9,moyen
3,2024-09-09 13:00:00,13,0,1,6,moyen
4,2024-09-09 13:00:00,13,0,1,0,faible
5,2024-09-09 13:00:00,13,0,0,20,faible
6,2024-09-09 13:00:00,13,0,0,44,faible
7,2024-09-09 13:00:00,13,0,0,27,faible
8,2024-09-09 13:00:00,13,0,1,3,faible
9,2024-09-09 13:00:00,13,0,1,5,faible
10,2024-09-09 13:00:00,13,0,1,1,faible
11,2024-09-09 13:00:00,13,0,1,3,faible
12,2024-09-09 13:00:00,13,0,1,2,faible
13,2024-09-09 13:00:00,13,0,0,1,faible
14,2024-09-09 13:00:00,13,0,1,4,faible
15,2024-09-09 13:00:00,13,0,1,8,faible
16,2024-09-09 13:00:00,13,0,1,7,faible
17,2024-09-09 13:00:00,13,0,1,9,faible
18,2024-09-09 13:00:00,13,0,1,8,faible
19,2024-09-09 13:00:00,13,0,1,4,faible
20,2024-09-09 13:00:00,13,0,1,6,faible
21,2024-09-09 13:00:00,13,0,1,7,faible
22,2024-09-09 13:00:00,13,0,1,7,faible
23,2024-09-09 13:00:00,13,0,1,6,faible
24,2024-09-09 13:00:00,13,0,1,8,faible
25,2024-09-09 13:00:00,13,0,1,9,faible
26,2024-09-09 13:00:00,13,0,1,5,faible
27,2024-09-09 13:00:00,13,0,1,3,faible
28,2024-09-09 13:00:00,13,0,1,8,faible
29,2024-09-09 13:00:00,13,0,1,5,faible
30,2024-09-09 13:00:00,13,0,1,4,faible
31,2024-09-09 13:00:00,13,0,1,5,faible
32,2024-09-09 13:00:00,13,0,1,5,faible
33,2024-09-09 13:00:00,13,0,0,4,faible
34,2024-09-09 13:00:00,13,0,1,2,faible
35,2024-09-09 13:00:00,13,0,0,51,moyen
36,2024-09-09 13:00:00,13,0,1,2,faible
37,2024-09-09 13:00:00,13,0,1,3,faible
38,2024-09-09 13:00:00,13,0,0,15,faible
1,2024-09-09 14:00:00,14,0,1,6,faible
2,2024-09-09 14:00:00,14,0,1,8,moyen
3,2024-09-09 14:00:00,14,0,1,6,moyen
4,2024-09-09 14:00:00,14,0,1,0,faible
5,2024-09-09 14:00:00,14,0,0,17,faible
6,2024-09-09 14:00:00,14,0,0,26,faible
7,2024-09-09 14:00:00,14,0,0,40,faible
8,2024-09-09 14:00:00,14,0,1,10,moyen
9,2024-09-09 14:00:00,14,0,1,15,moyen
10,2024-09-09 14:00:00,14,0,1,9,moyen
11,2024-09-09 14:00:00,14,0,0,8,moyen
12,2024-09-09 14:00:00,14,0,0,7,moyen
13,2024-09-09 14:00:00,14,0,0,11,moyen
14,2024-09-09 14:00:00,14,0,1,20,moyen
15,2024-09-09 14:00:00,14,0,1,21,moyen
16,2024-09-09 14:00:00,14,0,1,19,moyen
17,2024-09-09 14:00:00,14,0,1,18,moyen
18,2024-09-09 14:00:00,14,0,1,16,moyen
19,2024-09-09 14:00:00,14,0,1,23,moyen
20,2024-09-09 14:00:00,14,0,0,18,moyen
21,2024-09-09 14:00:00,14,0,0,15,moyen
22,2024-09-09 14:00:00,14,0,0,14,moyen
23,2024-09-09 14:00:00,14,0,1,14,moyen
24,2024-09-09 14:00:00,14,0,1,17,moyen
25,2024-09-09 14:00:00,14,0,1,15,moyen
26,2024-09-09 14:00:00,14,0,1,16,moyen
27,2024-09-09 14:00:00,14,0,1,18,moyen
28,2024-09-09 14:00:00,14,0,0,14,moyen
29,2024-09-09 14:00:00,14,0,1,13,moyen
30,2024-09-09 14:00:00,14,0,1,13,moyen
31,2024-09-09 14:00:00,14,0,1,9,moyen
32,2024-09-09 14:00:00,14,0,1,12,moyen
33,2024-09-09 14:00:00,14,0,1,8,moyen
34,2024-09-09 14:00:00,14,0,1,8,moyen
35,2024-09-09 14:00:00,14,0,1,14,faible
36,2024-09-09 14:00:00,14,0,1,8,moyen
37,2024-09-09 14:00:00,14,0,1,7,moyen
38,2024-09-09 14:00:00,14,0,0,12,faible
1,2024-09-09 15:00:00,15,0,1,7,faible
2,2024-09-09 15:00:00,15,0,1,8,moyen
3,2024-09-09 15:00:00,15,0,1,6,moyen
4,2024-09-09 15:00:00,15,0,1,1,faible
5,2024-09-09 15:00:00,15,0,0,22,faible
6,2024-09-09 15:00:00,15,0,0,40,faible
7,2024-09-09 15:00:00,15,0,0,29,faible
8,2024-09-09 15:00:00,15,0,1,11,moyen
9,2024-09-09 15:00:00,15,0,1,15,moyen
10,2024-09-09 15:00:00,15,0,1,9,moyen
11,2024-09-09 15:00:00,15,0,1,10,moyen
12,2024-09-09 15:00:00,15,0,0,9,moyen
13,2024-09-09 15:00:00,15,0,0,9,moyen
14,2024-09-09 15:00:00,15,0,0,21,moyen
15,2024-09-09 15:00:00,15,0,1,19,moyen
16,2024-09-09 15:00:00,15,0,1,18,moyen
17,2024-09-09 15:00:00,15,0,1,16,moyen
18,2024-09-09 15:00:00,15,0,1,19,moyen
19,2024-09-09 15:00:00,15,0,0,24,moyen
20,2024-09-09 15:00:00,15,0,1,15,moyen
21,2024-09-09 15:00:00,15,0,1,16,moyen
22,2024-09-09 15:00:00,15,0,1,14,moyen
23,2024-09-09 15:00:00,15,0,1,14,moyen
24,2024-09-09 15:00:00,15,0,0,15,moyen
25,2024-09-09 15:00:00,15,0,1,19,moyen
26,2024-09-09 15:00:00,15,0,1,16,moyen
27,2024-09-09 15:00:00,15,0,1,15,moyen
28,2024-09-09 15:00:00,15,0,1,14,moyen
29,2024-09-09 15:00:00,15,0,1,14,moyen
30,2024-09-09 15:00:00,15,0,1,11,moyen
31,2024-09-09 15:00:00,15,0,1,10,moyen
32,2024-09-09 15:00:00,15,0,0,10,moyen
33,2024-09-09 15:00:00,15,0,1,8,moyen
34,2024-09-09 15:00:00,15,0,1,8,moyen
35,2024-09-09 15:00:00,15,0,1,25,moyen
36,2024-09-09 15:00:00,15,0,0,9,moyen
37,2024-09-09 15:00:00,15,0,1,7,moyen
38,2024-09-09 15:00:00,15,0,0,22,faible
1,2024-09-09 16:00:00,16,0,1,8,faible
2,2024-09-09 16:00:00,16,0,1,9,moyen
3,2024-09-09 16:00:00,16,0,1,5,faible
4,2024-09-09 16:00:00,16,0,1,0,faible
5,2024-09-09 16:00:00,16,0,0,15,faible
6,2024-09-09 16:00:00,16,0,0,49,faible
7,2024-09-09 16:00:00,16,0,0,22,faible
8,2024-09-09 16:00:00,16,0,1,10,moyen
9,2024-09-09 16:00:00,16,0,0,12,moyen
10,2024-09-09 16:00:00,16,0,1,9,moyen
11,2024-09-09 16:00:00,16,0,0,8,moyen
12,2024-09-09 16:00:00,16,0,0,8,moyen
13,2024-09-09 16:00:00,16,0,1,11,moyen
14,2024-09-09 16:00:00,16,0,1,18,moyen
15,2024-09-09 16:00:00,16,0,1,19,moyen
16,2024-09-09 16:00:00,16,0,1,22,moyen
17,2024-09-09 16:00:00,16,0,1,18,moyen
18,2024-09-09 16:00:00,16,0,0,17,moyen
19,2024-09-09 16:00:00,16,0,1,21,moyen
20,2024-09-09 16:00:00,16,0,1,18,moyen
21,2024-09-09 16:00:00,16,0,0,13,moyen
22,2024-09-09 16:00:00,16,0,1,15,moyen
23,2024-09-09 16:00:00,16,0,1,11,moyen
24,2024-09-09 16:00:00,16,0,1,21,moyen
25,2024-09-09 16:00:00,16,0,1,16,moyen
26,2024-09-09 16:00:00,16,0,1,17,moyen
27,2024-09-09 16:00:00,16,0,0,14,moyen
28,2024-09-09 16:00:00,16,0,1,15,moyen
29,2024-09-09 16:00:00,16,0,1,15,moyen
30,2024-09-09 16:00:00,16,0,1,11,moyen
31,2024-09-09 16:00:00,16,0,1,12,moyen
32,2024-09-09 16:00:00,16,0,1,11,moyen
33,2024-09-09 16:00:00,16,0,0,9,moyen
34,2024-09-09 16:00:00,16,0,1,9,moyen
35,2024-09-09 16:00:00,16,0,1,24,moyen
36,2024-09-09 16:00:00,16,0,0,8,moyen
37,2024-09-09 16:00:00,16,0,0,8,moyen
38,2024-09-09 16:00:00,16,0,0,24,faible
1,2024-09-09 17:00:00,17,0,1,8,faible
2,2024-09-09 17:00:00,17,0,1,5,faible
3,2024-09-09 17:00:00,17,0,1,4,faible
4,2024-09-09 17:00:00,17,0,1,0,faible
5,2024-09-09 17:00:00,17,0,0,31,faible
6,2024-09-09 17:00:00,17,0,0,28,faible
7,2024-09-09 17:00:00,17,0,0,33,faible
8,2024-09-09 17:00:00,17,0,1,10,moyen
9,2024-09-09 17:00:00,17,0,1,13,moyen
10,2024-09-09 17:00:00,17,0,1,12,moyen
11,2024-09-09 17:00:00,17,0,1,10,moyen
12,2024-09-09 17:00:00,17,0,1,7,moyen
13,2024-09-09 17:00:00,17,0,1,11,moyen
14,2024-09-09 17:00:00,17,0,1,10,faible
15,2024-09-09 17:00:00,17,0,1,9,faible
16,2024-09-09 17:00:00,17,0,1,7,faible
17,2024-09-09 17:00:00,17,0,1,7,faible
18,2024-09-09 17:00:00,17,0,1,3,faible
19,2024-09-09 17:00:00,17,0,1,6,faible
20,2024-09-09 17:00:00,17,0,0,6,faible
21,2024-09-09 17:00:00,17,0,0,3,faible
22,2024-09-09 17:00:00,17,0,1,4,faible
23,2024-09-09 17:00:00,17,0,1,3,faible
24,2024-09-09 17:00:00,17,0,1,8,faible
25,2024-09-09 17:00:00,17,0,1,5,faible
26,2024-09-09 17:00:00,17,0,1,7,faible
27,2024-09-09 17:00:00,17,0,0,4,faible
28,2024-09-09 17:00:00,17,0,1,5,faible
29,2024-09-09 17:00:00,17,0,1,5,faible
30,2024-09-09 17:00:00,17,0,1,2,faible
31,2024-09-09 17:00:00,17,0,1,2,faible
32,2024-09-09 17:00:00,17,0,1,3,faible
33,2024-09-09 17:00:00,17,0,1,2,faible
34,2024-09-09 17:00:00,17,0,0,3,faible
35,2024-09-09 17:00:00,17,0,1,50,moyen
36,2024-09-09 17:00:00,17,0,0,8,moyen
37,2024-09-09 17:00:00,17,0,1,8,moyen
38,2024-09-09 17:00:00,17,0,0,14,faible
1,2024-09-09 18:00:00,18,0,0,2,faible
2,2024-09-09 18:00:00,18,0,0,1,faible
3,2024-09-09 18:00:00,18,0,0,0,faible
4,2024-09-09 18:00:00,18,0,0,0,faible
5,2024-09-09 18:00:00,18,0,0,19,faible
6,2024-09-09 18:00:00,18,0,0,42,faible
7,2024-09-09 18:00:00,18,0,0,30,faible
8,2024-09-09 18:00:00,18,0,1,1,faible
9,2024-09-09 18:00:00,18,0,1,2,faible
10,2024-09-09 18:00:00,18,0,1,4,faible
11,2024-09-09 18:00:00,18,0,0,1,faible
12,2024-09-09 18:00:00,18,0,1,3,faible
13,2024-09-09 18:00:00,18,0,1,2,faible
14,2024-09-09 18:00:00,18,0,0,8,faible
15,2024-09-09 18:00:00,18,0,0,8,faible
16,2024-09-09 18:00:00,18,0,1,3,faible
17,2024-09-09 18:00:00,18,0,1,10,faible
18,2024-09-09 18:00:00,18,0,1,5,faible
19,2024-09-09 18:00:00,18,0,0,4,faible
20,2024-09-09 18:00:00,18,0,1,5,faible
21,2024-09-09 18:00:00,18,0,1,2,faible
22,2024-09-09 18:00:00,18,0,1,4,faible
23,2024-09-09 18:00:00,18,0,1,3,faible
24,2024-09-09 18:00:00,18,0,1,8,faible
25,2024-09-09 18:00:00,18,0,1,4,faible
26,2024-09-09 18:00:00,18,0,0,5,faible
27,2024-09-09 18:00:00,18,0,1,4,faible
28,2024-09-09 18:00:00,18,0,1,4,faible
29,2024-09-09 18:00:00,18,0,1,3,faible
30,2024-09-09 18:00:00,18,0,0,4,faible
31,2024-09-09 18:00:00,18,0,1,3,faible
32,2024-09-09 18:00:00,18,0,1,2,faible
33,2024-09-09 18:00:00,18,0,0,2,faible
34,2024-09-09 18:00:00,18,0,1,3,faible
35,2024-09-09 18:00:00,18,0,1,44,moyen
36,2024-09-09 18:00:00,18,0,0,3,faible
37,2024-09-09 18:00:00,18,0,1,2,faible
38,2024-09-09 18:00:00,18,0,0,16,faible
1,2024-09-09 19:00:00,19,0,0,1,faible
2,2024-09-09 19:00:00,19,0,0,0,faible
3,2024-09-09 19:00:00,19,0,0,2,faible
4,2024-09-09 19:00:00,19,0,0,0,faible
5,2024-09-09 19:00:00,19,0,0,23,faible
6,2024-09-09 19:00:00,19,0,0,29,faible
7,2024-09-09 19:00:00,19,0,0,22,faible
8,2024-09-09 19:00:00,19,0,0,2,faible
9,2024-09-09 19:00:00,19,0,0,2,faible
10,2024-09-09 19:00:00,19,0,0,2,faible
11,2024-09-09 19:00:00,19,0,0,2,faible
12,2024-09-09 19:00:00,19,0,0,2,faible
13,2024-09-09 19:00:00,19,0,0,3,faible
14,2024-09-09 19:00:00,19,0,0,6,faible
15,2024-09-09 19:00:00,19,0,0,5,faible
16,2024-09-09 19:00:00,19,0,0,3,faible
17,2024-09-09 19:00:00,19,0,0,3,faible
18,2024-09-09 19:00:00,19,0,0,7,faible
19,2024-09-09 19:00:00,19,0,0,7,faible
20,2024-09-09 19:00:00,19,0,0,7,faible
21,2024-09-09 19:00:00,19,0,0,4,faible
22,2024-09-09 19:00:00,19,0,0,5,faible
23,2024-09-09 19:00:00,19,0,0,3,faible
24,2024-09-09 19:00:00,19,0,0,6,faible
25,2024-09-09 19:00:00,19,0,0,4,faible
26,2024-09-09 19:00:00,19,0,0,7,faible
27,2024-09-09 19:00:00,19,0,0,5,faible
28,2024-09-09 19:00:00,19,0,0,7,faible
29,2024-09-09 19:00:00,19,0,0,4,faible
30,2024-09-09 19:00:00,19,0,0,3,faible
31,2024-09-09 19:00:00,19,0,0,3,faible
32,2024-09-09 19:00:00,19,0,0,4,faible
33,2024-09-09 19:00:00,19,0,0,4,faible
34,2024-09-09 19:00:00,19,0,0,3,faible
35,2024-09-09 19:00:00,19,0,0,46,moyen
36,2024-09-09 19:00:00,19,0,0,2,faible
37,2024-09-09 19:00:00,19,0,0,2,faible
38,2024-09-09 19:00:00,19,0,0,23,faible
1,2024-09-09 20:00:00,20,0,0,0,faible
2,2024-09-09 20:00:00,20,0,0,2,faible
3,2024-09-09 20:00:00,20,0,0,0,faible
4,2024-09-09 20:00:00,20,0,0,0,faible
5,2024-09-09 20:00:00,20,0,0,22,faible
6,2024-09-09 20:00:00,20,0,0,31,faible
7,2024-09-09 20:00:00,20,0,0,24,faible
8,2024-09-09 20:00:00,20,0,0,2,faible
9,2024-09-09 20:00:00,20,0,0,4,faible
10,2024-09-09 20:00:00,20,0,0,2,faible
11,2024-09-09 20:00:00,20,0,0,1,faible
12,2024-09-09 20:00:00,20,0,0,3,faible
13,2024-09-09 20:00:00,20,0,0,2,faible
14,2024-09-09 20:00:00,20,0,0,9,faible
15,2024-09-09 20:00:00,20,0,0,7,faible
16,2024-09-09 20:00:00,20,0,0,8,faible
17,2024-09-09 20:00:00,20,0,0,5,faible
18,2024-09-09 20:00:00,20,0,0,5,faible
19,2024-09-09 20:00:00,20,0,0,6,faible
20,2024-09-09 20:00:00,20,0,0,5,faible
21,2024-09-09 20:00:00,20,0,0,6,faible
22,2024-09-09 20:00:00,20,0,0,7,faible
23,2024-09-09 20:00:00,20,0,0,2,faible
24,2024-09-09 20:00:00,20,0,0,4,faible
25,2024-09-09 20:00:00,20,0,0,4,faible
26,2024-09-09 20:00:00,20,0,0,4,faible
27,2024-09-09 20:00:00,20,0,0,8,faible
28,2024-09-09 20:00:00,20,0,0,5,faible
29,2024-09-09 20:00:00,20,0,0,2,faible
30,2024-09-09 20:00:00,20,0,0,6,faible
31,2024-09-09 20:00:00,20,0,0,4,faible
32,2024-09-09 20:00:00,20,0,0,4,faible
